filename,title,date,url,digest
2011-03-15-6d7ca,"Address to the 500 Club Luncheon, Perth",2011-03-15,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7920/Address-to-the-500-Club-Luncheon-Perth.aspx,6d7ca32ab96c0892f9bb0fb4a2cbf141291b8208
2010-11-27-de7f0,"Neville Bonner Memorial Lecture, Australians for Constitutional Monarchy 11th National Conference",2010-11-27,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7723/Neville-Bonner-Memorial-Lecture-Australians-for-Constitutional-Monarchy-11th-National-Conference.aspx,de7f01fd7d3326dc04224f89671a51cc589b3ca3
2003-01-11-41dac,ADDRESS TO YOUNG LIBERALS - REFORM WITH A SOCIAL CONSCIENCE,2003-01-11,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3560/ADDRESS-TO-YOUNG-LIBERALS--REFORM-WITH-A-SOCIAL-CONSCIENCE.aspx,41dace0c13f72e075ec599b4f6fe0022c13261d7
2010-08-10-f0c16,"Address to Monte Sant' Angelo Luncheon, Sydney",2010-08-10,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7579/Address-to-Monte-Sant-Angelo-Luncheon-Sydney.aspx,f0c167505c7a60ab6ece9028d162d62826348af6
2004-07-30-d2f6f,ARTHUR HERMAN’S “THE SCOTTISH ENLIGHTENMENT - THE SCOTS’ INVENTION OF THE MODERN WORLD”,2004-07-30,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3549/ARTHUR-HERMANS-THE-SCOTTISH-ENLIGHTENMENT--THE-SCOTS-INVENTION-OF-THE-MODERN-WORLD.aspx,d2f6f861df78487fd4e0f17a37ef77a66a1f1ddb
2010-06-22-c1f3e,"Address to the CEDA 'State of the Nation 2010' Conference, Canberra",2010-06-22,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7436/Address-to-the-CEDA-State-of-the-Nation-2010-Conference-Canberra.aspx,c1f3e807b64066df3dab35713cff8a75d36d538d
2010-06-02-7c431,"Address to the Minerals Week 2010 Lunch, Canberra",2010-06-02,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7418/Address-to-the-Minerals-Week-2010-Lunch-Canberra.aspx,7c4318cdae2b4c5085425b93aea026e8ee0c4e96
2012-03-09-78733,"Landmark Speech - Address to the Victorian Employers’ Chamber of Commerce and Industry, Melbourne",2012-03-09,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8625/Landmark-Speech--Address-to-the-Victorian-Employers-Chamber-of-Commerce-and-Industry-Melbourne.aspx,78733176f172a8459f91743c0b57aebee68de557
2011-11-02-a3ea6,"Address to the Australian Food and Grocery Council Industry Leaders Forum, Parliament House",2011-11-02,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8433/Address-to-the-Australian-Food-and-Grocery-Council-Industry-Leaders-Forum-Parliament-House.aspx,a3ea6c8ad2bf841e6247b156c4e31bb92a61f54b
2010-11-14-d72c5,"Address to the Liberal Party of Victoria, State Election Campaign Launch, Melbourne",2010-11-14,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7719/Address-to-the-Liberal-Party-of-Victoria-State-Election-Campaign-Launch-Melbourne.aspx,d72c57e2e82a5ae68a37b74abdac6412418e063f
2012-02-19-3c047,"Address to Commemorative Service for 70th Anniversary of Bombing of Darwin, Darwin",2012-02-19,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8581/Address-to-Commemorative-Service-for-70th-Anniversary-of-Bombing-of-Darwin-Darwin.aspx,3c0476b581a860feb0ae9a657b65d48c5fcc8342
2000-03-03-27586,PREPARING FOR WORK LAUNCH - JOBSEEKERS WITH ATTITUDE,2000-03-03,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3670/PREPARING-FOR-WORK-LAUNCH--JOBSEEKERS-WITH-ATTITUDE.aspx,275868791ac189efaf7d84e5435a2669cccf8e0f
2011-02-21-c2d7b,"Assisting the Victims of Overseas Terrorism Bill 2010 - First Reading Speech - House of Representatives, Parliament House, Canberra",2011-02-21,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7859/Assisting-the-Victims-of-Overseas-Terrorism-Bill-2010--First-Reading-Speech--House-of-Representatives-Parliament-House-Canberra.aspx,c2d7bed0e37a9b35ca1a4f8cf2d8fdab8fd914e2
2011-06-10-3015b,"Remarks at the Book Launch of Peter Jonson's Great Crises of Capitalism, Sydney",2011-06-10,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8129/Remarks-at-the-Book-Launch-of-Peter-Jonsons-Great-Crises-of-Capitalism-Sydney.aspx,3015b3faa9fbb2fcacb1a9a7d91b4343966e09f8
2002-10-28-a94a7,ADDRESS TO THE AUSTRALIAN INDUSTRIAL RELATIONS COMMISSION SYDNEY,2002-10-28,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3711/ADDRESS-TO-THE-AUSTRALIAN-INDUSTRIAL-RELATIONS-COMMISSION-SYDNEY.aspx,a94a7ace9be09315e05b3c3c74c8b13934277f4f
2011-02-23-c6ab1,"Address to the Parliamentary Luncheon for the Mongolian Prime Minister, Parliament House",2011-02-23,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7867/Address-to-the-Parliamentary-Luncheon-for-the-Mongolian-Prime-Minister-Parliament-House.aspx,c6ab11d0ccf598054e583e782ae45028514a8dbe
2012-05-11-0e433,"Address to Federal Budget Reply Luncheon, Sydney",2012-05-11,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8711/Address-to-Federal-Budget-Reply-Luncheon-Sydney.aspx,0e433720f50aa18e530198e5a1dc0cd9ebea22e7
2003-10-16-2c9e0,THE NEW MEDICAL INDEMNITY REVIEW PANEL,2003-10-16,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3554/THE-NEW-MEDICAL-INDEMNITY-REVIEW-PANEL.aspx,2c9e06106ae7b673dcedaa1db99f5276cf3ffb4e
2004-05-17-97884,THE BROTHER COUNTRIES,2004-05-17,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3584/THE-BROTHER-COUNTRIES.aspx,978840071678f35e2c93130ccc4a9448785505d1
2004-02-11-3e032,PROTECTING AUSTRALIA FROM COMMUNICABLE DISEASES: EVERYBODY'S BUSINESS,2004-02-11,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3547/PROTECTING-AUSTRALIA-FROM-COMMUNICABLE-DISEASES-EVERYBODYS-BUSINESS.aspx,3e032817cc119a8aac947d649587380a6b4bdebc
2012-05-28-081bb,"Remarks to Shadow Cabinet Meeting, Parliament House, Canberra",2012-05-28,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8731/Remarks-to-Shadow-Cabinet-Meeting-Parliament-House-Canberra.aspx,081bbf3c0644631de9a98add0033bccec613f4cb
2012-07-08-5953b,"Address to the Western Sydney Seats Launch and the Carbon Tax Rally, Parramatta, Sydney",2012-07-08,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8803/Address-to-the-Western-Sydney-Seats-Launch-and-the-Carbon-Tax-Rally-Parramatta-Sydney.aspx,5953b66644515aeed0a315c705bb13331b81d02e
2007-10-09-25aac,"SPEECH NOTES FOR AUSTRALIAN HEALTH INSURANCE ASSOCIATION CONFERENCE, MELBOURNE",2007-10-09,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/6763/SPEECH-NOTES-FOR-AUSTRALIAN-HEALTH-INSURANCE-ASSOCIATION-CONFERENCE-MELBOURNE.aspx,25aacd9b4455969a4f179bd6190e6df3cc9cc048
2010-03-30-02a4a,Address to the Leader's Forum - 'Economic Fundamentals',2010-03-30,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7321/Address-to-the-Leaders-Forum--Economic-Fundamentals.aspx,02a4a5db0bad7a14a60c1a62032b96657849e2ff
2003-10-07-258a3,DOCTORS MUST STAY AT POSTS WHILE CANBERRA SEARCHES FOR CURES,2003-10-07,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3553/DOCTORS-MUST-STAY-AT-POSTS-WHILE-CANBERRA-SEARCHES-FOR-CURES.aspx,258a3b664499f716876e823f6afbf653cccb5441
2007-02-16-21af9,DO NO HARM – HEALTH POLICY ISSUES IN 2007,2007-02-16,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/5638/DO-NO-HARM-HEALTH-POLICY-ISSUES-IN-2007.aspx,21af98cca7bc01b78ad82df0c5cdbfd103f889ed
2011-03-08-0505e,"Address to the Future SA Dinner, Adelaide",2011-03-08,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7904/Address-to-the-Future-SA-Dinner-Adelaide.aspx,0505e1f934ce8119014f5d0c4bf8ae92faa022bf
2011-08-27-78359,"Address to the Tasmanian Liberal Party State Council, Hobart",2011-08-27,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8276/Address-to-the-Tasmanian-Liberal-Party-State-Council-Hobart.aspx,7835964b55d07c40297f63038a62da9413100958
2009-05-08-fadf5,"SPEECH NOTES FOR DAVID TONKIN MEMORIAL LECTURE, ADELAIDE, 8/5/09",2009-05-08,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7065/SPEECH-NOTES-FOR-DAVID-TONKIN-MEMORIAL-LECTURE-ADELAIDE-8509.aspx,fadf51a346d43f4e19dcd8953f12017790e75dc9
2010-06-21-22f36,Motion of Condolence - Afghanistan,2010-06-21,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7434/Motion-of-Condolence--Afghanistan.aspx,22f364066760a55259297ba0d6beb1862ef8121c
2010-07-27-e6f51,"Address to The Sydney Institute, Sydney",2010-07-27,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7519/Address-to-The-Sydney-Institute-Sydney.aspx,e6f513342c5aa3dcc9bc730177cd5da007536169
2011-03-17-bcf0a,"Address to the Lansdowne Club's St Patrick's Day Luncheon, Sydney",2011-03-17,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7929/Address-to-the-Lansdowne-Clubs-St-Patricks-Day-Luncheon-Sydney.aspx,bcf0a81c5f7fe5516a8766f7f9edb43ee030e0dc
2010-10-19-8844b,Parliamentary Statement on Afghanistan,2010-10-19,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7697/Parliamentary-Statement-on-Afghanistan.aspx,8844b18115cfbc6780a10060f73a0463822f595c
2004-09-15-1d8ef,MEDICARE'S BEST FRIEND,2004-09-15,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3585/MEDICARES-BEST-FRIEND.aspx,1d8ef2ad421439d88fa818abac13f29620720d45
2011-06-03-8a72c,"Suspension Motion, Parliament House",2011-06-03,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8110/Suspension-Motion-Parliament-House.aspx,8a72ca9e254e42175cc57846a5cdc5f98a0e665c
2011-08-16-4299f,"Address to the No Carbon Tax Rally, Canberra",2011-08-16,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8254/Address-to-the-No-Carbon-Tax-Rally-Canberra.aspx,4299f94ff96d37531065e644cc3da950c4fcc73b
2002-08-03-5093a,CENTRE FOR INDEPENDENT STUDIES CONSILIUM - “THE SPECTATOR IN THE BREAST OF MAN”,2002-08-03,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3700/CENTRE-FOR-INDEPENDENT-STUDIES-CONSILIUM--THE-SPECTATOR-IN-THE-BREAST-OF-MAN.aspx,5093ad49c5972adbddd4699b36623b79dd7581a5
2010-07-17-28cf2,"Leader of the Opposition's Transcript - Address to the LNP Conference, Brisbane 17-07",2010-07-17,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7491/Leader-of-the-Oppositions-Transcript--Address-to-the-LNP-Conference-Brisbane-17-07.aspx,28cf2e59881e7cde6646379e0ced83df9a979ca4
2006-06-21-2c9d5,SPEECH NOTES FOR THE LAUNCH OF AUSTRALIA’S HEALTH 2006,2006-06-21,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3776/SPEECH-NOTES-FOR-THE-LAUNCH-OF-AUSTRALIAS-HEALTH-2006.aspx,2c9d5ba51e47cf1a530642778899ec1c08a64b6a
2012-08-20-ef855,"Remarks to the India Australia Friendship Fair, Sydney",2012-08-20,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8851/Remarks-to-the-India-Australia-Friendship-Fair-Sydney.aspx,ef855c9aae9a88e00cdff4eb0d53c952e71013e5
2001-10-24-3eb28,SPEAKING NOTES FOR HOUSING INDUSTRY ASSOCIATION DINNER,2001-10-24,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3703/SPEAKING-NOTES-FOR-HOUSING-INDUSTRY-ASSOCIATION-DINNER.aspx,3eb2816b3d8541baf2a10eba7a0ddd695be55cb0
2007-08-20-de3ae,AN E-HEALTH REPORT CARD,2007-08-20,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/6295/AN-E-HEALTH-REPORT-CARD.aspx,de3aeba2bc79d0f3a0c70261f8edeb9e01ea667d
2009-07-30-45a2c,BATTLELINES,2009-07-30,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7089/BATTLELINES.aspx,45a2c1e41b3b055e78b3cf8a02ab798fc88122c6
1999-05-19-656b3,ADDRESS TO JOBS AUSTRALIA ANNUAL CONFERENCE,1999-05-19,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3691/ADDRESS-TO-JOBS-AUSTRALIA-ANNUAL-CONFERENCE.aspx,656b30c90868c2187626d277e59e0b254fc34813
2010-02-18-5f070,"Address to Community Luncheon, Launceston",2010-02-18,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7272/Address-to-Community-Luncheon-Launceston.aspx,5f070609fb49e904765d403f4ec1186e8185da97
2005-05-12-03c9f,THE TROUBLE WITH EXPERTS,2005-05-12,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3595/THE-TROUBLE-WITH-EXPERTS.aspx,03c9ff4810163c3c8f8ed320934f96e452d55b62
2012-08-23-944a6,"Remarks at Launch of ""In Fred's Footsteps: 20 Years of Restoring Sight"" Parliament House",2012-08-23,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8860/Remarks-at-Launch-of-In-Freds-Footsteps-20-Years-of-Restoring-Sight-Parliament-House.aspx,944a6f64f902a23e3713d8f68baf04a9410e8766
2001-03-24-c5f18,SPEECH NOTES FOR THE HR NICHOLLS SPEECH - REFLECTIONS OF A NEW BOY,2001-03-24,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3704/SPEECH-NOTES-FOR-THE-HR-NICHOLLS-SPEECH--REFLECTIONS-OF-A-NEW-BOY.aspx,c5f1804244cb9a7f5162f54d5c21272e17de1e18
2010-05-04-eea6c,"Address to the Menzies Research Centre - Immigration, Border Protection and Population Fundamentals",2010-05-04,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7364/Address-to-the-Menzies-Research-Centre--Immigration-Border-Protection-and-Population-Fundamentals.aspx,eea6c35929db8ac1113fae415f4a149c0c7c5436
2000-05-06-0ee7b,SPEECH NOTES FOR HR NICHOLLS SOCIETY - CONSTRUCTIVE COMPASSION,2000-05-06,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3671/SPEECH-NOTES-FOR-HR-NICHOLLS-SOCIETY--CONSTRUCTIVE-COMPASSION.aspx,0ee7b9e5148b939bd5bad8030151b2591a7e2d04
2011-07-16-1783d,"Address to LNP State Council, Brisbane",2011-07-16,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8203/Address-to-LNP-State-Council-Brisbane.aspx,1783d8899220bd1580a7c992f71ebe9ec4f73711
2012-04-28-25d4d,"Address to the Victoria Liberal Party State Council, Melbourne",2012-04-28,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8692/Address-to-the-Victoria-Liberal-Party-State-Council-Melbourne.aspx,25d4d65ce2fe9313d77ee27aafd6043a139c5b41
2011-11-21-96124,"Address to The Sydney Institute, Sydney",2011-11-21,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8465/Address-to-The-Sydney-Institute-Sydney.aspx,96124d51c8161bfe6c72657ad46a5e2d2cd19f61
2011-05-12-6185d,"Address to the House of Representatives, Address in Reply, Parliament House, Canberra",2011-05-12,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/8069/Address-to-the-House-of-Representatives-Address-in-Reply-Parliament-House-Canberra.aspx,6185df3602856e44b782456b3c5e7d9d2b69c7fe
1999-05-04-74201,NOTES FOR AUSTRALIA UNLIMITED CONFERENCE - BRIDGING THE INCENTIVE GAP,1999-05-04,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3687/NOTES-FOR-AUSTRALIA-UNLIMITED-CONFERENCE--BRIDGING-THE-INCENTIVE-GAP.aspx,74201e781e8112a09541a8f35c8c5d6cbbc618c0
2006-09-15-b7515,SPEECH NOTES FOR THE ‘TOWARDS A COHESIVE AUSTRALIA’ FORUM,2006-09-15,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/4309/SPEECH-NOTES-FOR-THE-TOWARDS-A-COHESIVE-AUSTRALIA-FORUM.aspx,b7515a22614378187975e589dc6feb5d6743e007
1997-10-13-faaf9,SPENDER SCHOLARS,1997-10-13,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3684/SPENDER-SCHOLARS.aspx,faaf930ab66b4bbac80f06d443e037856df35a58
2010-01-30-8aeb9,"TONY ABBOTT'S ADDRESS TO THE YOUNG LIBERAL FEDERAL CONVENTION, ADELAIDE",2010-01-30,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7238/TONY-ABBOTTS-ADDRESS-TO-THE-YOUNG-LIBERAL-FEDERAL-CONVENTION-ADELAIDE.aspx,8aeb9641121584dd714c9f675fe1aba113fd341e
2000-07-28-195ab,"IN THE COMMUNITY, OF THE COMMUNITY, FOR THE COMMUNITY",2000-07-28,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3698/IN-THE-COMMUNITY-OF-THE-COMMUNITY-FOR-THE-COMMUNITY.aspx,195ab2512b77c840a6221f8c47e8592411f5edc4
2010-08-18-feeda,"The People's Forum, The Broncos Leagues Club, Brisbane",2010-08-18,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/7644/The-Peoples-Forum-The-Broncos-Leagues-Club-Brisbane.aspx,feedad374634684d45266ebbb29085ccd6fecddd
2006-10-30-bf303,SPEECH NOTES FOR CANBERRA LAUNCH OF,2006-10-30,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/4412/SPEECH-NOTES-FOR-CANBERRA-LAUNCH-OF.aspx,bf3031219a77db580636a2bd08c1972fd4394192
2007-04-30-17cfb,SPEECH TO THE PBS FORUM,2007-04-30,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/5644/SPEECH-TO-THE-PBS-FORUM.aspx,17cfbec283ee368fa109fa2aab47baa3ae7cad06
2003-11-18-12c9e,MEDICARE PLUS: PROTECTING AND STRENGTHENING MEDICARE,2003-11-18,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3557/MEDICARE-PLUS-PROTECTING-AND-STRENGTHENING-MEDICARE.aspx,12c9e16c7b654b57c6848d295685d76073ac3b93
2003-10-28-2b621,ADDRESS TO VICTORIA ZIONIST COUNCIL ASSEMBLY,2003-10-28,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3562/ADDRESS-TO-VICTORIA-ZIONIST-COUNCIL-ASSEMBLY.aspx,2b62143b11a28d60a65c902ef8ec574ace640413
2006-08-02-34e79,ADDRESS TO THE NATIONAL PRESS CLUB,2006-08-02,http://www.tonyabbott.com.au/LatestNews/Speeches/tabid/88/articleType/ArticleView/articleId/3949/ADDRESS-TO-THE-NATIONAL-PRESS-CLUB.aspx,34e799da0f5e112fb400a5294c64c4aed1484f48
